Voltage (V): [-0.0, -1.0, -2.0, -3.0, -4.0, -5.0, -6.0, -7.0, -8.0, -9.2, -10.0, -11.0, -12.0, -13.2, -14.0, -15.0, -16.0, -17.0, -18.0, -19.2, -20.0, -21.2, -22.0, -23.2, -24.0, -25.0, -26.0, -27.2, -28.0, -29.2, -30.0, -31.2, -32.0, -33.0, -34.0, -35.2, -36.2, -37.2, -38.0, -39.2, -40.0, -41.0, -42.0, -43.2, -44.2, -45.2, -46.0, -47.2, -48.0, -49.2, -50.2]
Current (uA): [0.0, 0.0, 0.0, 0.05, 0.03, 0.025, 0.08, 0.105, 0.125, 0.105, 0.11, 0.135, 0.17, 0.175, 0.18, 0.2, 0.205, 0.22, 0.23, 0.24, 0.255, 0.27, 0.27, 0.285, 0.295, 0.305, 0.32, 0.33, 0.34, 0.355, 0.36, 0.375, 0.385, 0.395, 0.4, 0.415, 0.425, 0.435, 0.445, 0.455, 0.465, 0.475, 0.485, 0.495, 0.505, 0.51, 0.525, 0.535, 0.54, 0.55, 0.56]
K-Factor: [nan, nan, nan, 3.0, -2.6666666666666674, -0.9999999999999996, 4.125, 1.6666666666666665, 1.2800000000000002, -1.4603174603174616, 0.5681818181818182, 2.0370370370370376, 2.4705882352941178, 0.31428571428571306, 0.48611111111111116, 1.5000000000000013, 0.39024390243902257, 1.15909090909091, 0.7826086956521746, 0.6666666666666659, 1.4705882352941178, 0.9814814814814827, 0.0, 1.0175438596491206, 1.016949152542373, 0.8196721311475418, 1.218750000000001, 0.6868686868686878, 1.0294117647058822, 1.0281690140845048, 0.5208333333333334, 1.0400000000000016, 1.038961038961039, 0.8354430379746842, 0.4250000000000004, 1.0602409638554164, 0.8517647058823538, 0.8551724137931043, 1.0674157303370833, 0.717948717948717, 1.075268817204306, 0.8631578947368381, 0.8659793814432998, 0.7272727272727263, 0.875247524752476, 0.44313725490196115, 1.6428571428571501, 0.735202492211837, 0.555555555555558, 0.7454545454545444, 0.8964285714285721]
